statement_id,variant_type,selected_k,RCS,rank,found,recall@1,recall@5,recall@10,mrr
392,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
392,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
392,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
392,wording,3,0.8947877881916998,1.0,True,1,1,1,1.0
393,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
393,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
393,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
393,wording,3,0.9571075837742505,1.0,True,1,1,1,1.0
394,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
394,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
394,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
394,wording,3,0.9571075837742505,1.0,True,1,1,1,1.0
395,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
395,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
395,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
395,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
396,original,3,0.812969606373518,1.0,True,1,1,1,1.0
396,biomarker_synonym,3,0.8135271006215727,1.0,True,1,1,1,1.0
396,biomarker_order,3,0.8260377881916998,1.0,True,1,1,1,1.0
396,wording,3,0.8455382572348518,1.0,True,1,1,1,1.0
397,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
397,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
397,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
397,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
398,original,3,0.9669841269841271,2.0,True,0,1,1,0.5
398,biomarker_synonym,3,0.9669841269841271,2.0,True,0,1,1,0.5
398,biomarker_order,3,0.9669841269841271,2.0,True,0,1,1,0.5
398,wording,3,0.9669841269841271,2.0,True,0,1,1,0.5
399,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
399,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
399,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
399,wording,3,0.9364497758390888,1.0,True,1,1,1,1.0
400,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
400,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
400,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
400,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
401,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
401,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
401,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
401,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
402,original,10,0.5450867921494895,3.0,True,0,1,1,0.3333333333333333
402,biomarker_synonym,10,0.5450867921494895,3.0,True,0,1,1,0.3333333333333333
402,biomarker_order,10,0.5450867921494895,3.0,True,0,1,1,0.3333333333333333
402,wording,10,0.5450867921494895,2.0,True,0,1,1,0.5
403,original,10,0.48546100735550335,8.0,True,0,0,1,0.125
403,biomarker_synonym,10,0.48546100735550335,8.0,True,0,0,1,0.125
403,biomarker_order,10,0.48546100735550335,8.0,True,0,0,1,0.125
403,wording,10,0.5143954269731527,4.0,True,0,1,1,0.25
404,original,10,0.48546100735550335,1.0,True,1,1,1,1.0
404,biomarker_synonym,10,0.48546100735550335,1.0,True,1,1,1,1.0
404,biomarker_order,10,0.48546100735550335,1.0,True,1,1,1,1.0
404,wording,10,0.5143954269731527,1.0,True,1,1,1,1.0
405,original,10,0.5450867921494895,3.0,True,0,1,1,0.3333333333333333
405,biomarker_synonym,10,0.5450867921494895,3.0,True,0,1,1,0.3333333333333333
405,biomarker_order,10,0.5450867921494895,3.0,True,0,1,1,0.3333333333333333
405,wording,10,0.5450867921494895,2.0,True,0,1,1,0.5
406,original,5,0.7610524242529617,2.0,True,0,1,1,0.5
406,biomarker_synonym,5,0.7610524242529617,2.0,True,0,1,1,0.5
406,biomarker_order,5,0.7610524242529617,2.0,True,0,1,1,0.5
406,wording,5,0.7249425302449478,2.0,True,0,1,1,0.5
407,original,5,0.7610524242529617,,False,0,0,0,0.0
407,biomarker_synonym,5,0.7610524242529617,,False,0,0,0,0.0
407,biomarker_order,5,0.7610524242529617,,False,0,0,0,0.0
407,wording,5,0.7249425302449478,,False,0,0,0,0.0
408,original,5,0.7610524242529617,1.0,True,1,1,1,1.0
408,biomarker_synonym,5,0.7610524242529617,1.0,True,1,1,1,1.0
408,biomarker_order,5,0.7610524242529617,1.0,True,1,1,1,1.0
408,wording,5,0.7249425302449478,1.0,True,1,1,1,1.0
409,original,5,0.7610524242529617,,False,0,0,0,0.0
409,biomarker_synonym,5,0.7610524242529617,,False,0,0,0,0.0
409,biomarker_order,5,0.7610524242529617,,False,0,0,0,0.0
409,wording,5,0.7249425302449478,,False,0,0,0,0.0
410,original,5,0.7610524242529617,2.0,True,0,1,1,0.5
410,biomarker_synonym,5,0.7610524242529617,2.0,True,0,1,1,0.5
410,biomarker_order,5,0.7610524242529617,2.0,True,0,1,1,0.5
410,wording,5,0.7249425302449478,2.0,True,0,1,1,0.5
411,original,5,0.7610524242529617,,False,0,0,0,0.0
411,biomarker_synonym,5,0.7610524242529617,,False,0,0,0,0.0
411,biomarker_order,5,0.7610524242529617,,False,0,0,0,0.0
411,wording,5,0.7249425302449478,,False,0,0,0,0.0
412,original,10,0.19252036774389492,,False,0,0,0,0.0
412,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
412,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
412,wording,10,0.22320614844904796,,False,0,0,0,0.0
413,original,5,0.7610524242529617,4.0,True,0,1,1,0.25
413,biomarker_synonym,5,0.7610524242529617,4.0,True,0,1,1,0.25
413,biomarker_order,5,0.7610524242529617,4.0,True,0,1,1,0.25
413,wording,5,0.7249425302449478,4.0,True,0,1,1,0.25
414,original,10,0.48546100735550335,8.0,True,0,0,1,0.125
414,biomarker_synonym,10,0.48546100735550335,8.0,True,0,0,1,0.125
414,biomarker_order,10,0.48546100735550335,8.0,True,0,0,1,0.125
414,wording,10,0.5143954269731527,4.0,True,0,1,1,0.25
415,original,10,0.48546100735550335,1.0,True,1,1,1,1.0
415,biomarker_synonym,10,0.48546100735550335,1.0,True,1,1,1,1.0
415,biomarker_order,10,0.48546100735550335,1.0,True,1,1,1,1.0
415,wording,10,0.5143954269731527,1.0,True,1,1,1,1.0
416,original,10,0.19252036774389492,,False,0,0,0,0.0
416,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
416,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
416,wording,10,0.22320614844904796,,False,0,0,0,0.0
417,original,10,0.19252036774389492,,False,0,0,0,0.0
417,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
417,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
417,wording,10,0.22320614844904796,,False,0,0,0,0.0
418,original,10,0.19252036774389492,,False,0,0,0,0.0
418,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
418,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
418,wording,10,0.22320614844904796,,False,0,0,0,0.0
419,original,10,0.19252036774389492,10.0,True,0,0,1,0.1
419,biomarker_synonym,10,0.19252036774389492,10.0,True,0,0,1,0.1
419,biomarker_order,10,0.19252036774389492,10.0,True,0,0,1,0.1
419,wording,10,0.22320614844904796,,False,0,0,0,0.0
420,original,10,0.19252036774389492,,False,0,0,0,0.0
420,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
420,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
420,wording,10,0.22320614844904796,,False,0,0,0,0.0
421,original,10,0.19252036774389492,,False,0,0,0,0.0
421,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
421,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
421,wording,10,0.22320614844904796,,False,0,0,0,0.0
422,original,10,0.19252036774389492,,False,0,0,0,0.0
422,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
422,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
422,wording,10,0.22320614844904796,,False,0,0,0,0.0
423,original,10,0.19252036774389492,10.0,True,0,0,1,0.1
423,biomarker_synonym,10,0.19252036774389492,10.0,True,0,0,1,0.1
423,biomarker_order,10,0.19252036774389492,10.0,True,0,0,1,0.1
423,wording,10,0.22320614844904796,,False,0,0,0,0.0
424,original,5,0.7610524242529617,1.0,True,1,1,1,1.0
424,biomarker_synonym,5,0.7610524242529617,1.0,True,1,1,1,1.0
424,biomarker_order,5,0.7610524242529617,1.0,True,1,1,1,1.0
424,wording,5,0.7249425302449478,1.0,True,1,1,1,1.0
425,original,5,0.7610524242529617,,False,0,0,0,0.0
425,biomarker_synonym,5,0.7610524242529617,,False,0,0,0,0.0
425,biomarker_order,5,0.7610524242529617,,False,0,0,0,0.0
425,wording,5,0.7249425302449478,,False,0,0,0,0.0
426,original,10,0.4475931686872399,5.0,True,0,1,1,0.2
426,biomarker_synonym,10,0.4475931686872399,5.0,True,0,1,1,0.2
426,biomarker_order,10,0.4475931686872399,5.0,True,0,1,1,0.2
426,wording,3,0.8122822572926485,3.0,True,0,1,1,0.3333333333333333
427,original,3,0.9571075837742505,1.0,True,1,1,1,1.0
427,biomarker_synonym,3,0.9571075837742505,1.0,True,1,1,1,1.0
427,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
427,wording,3,0.8955382572348517,1.0,True,1,1,1,1.0
428,original,10,0.42228141271492126,4.0,True,0,1,1,0.25
428,biomarker_synonym,10,0.42228141271492126,4.0,True,0,1,1,0.25
428,biomarker_order,10,0.42228141271492126,4.0,True,0,1,1,0.25
428,wording,10,0.528777316514509,4.0,True,0,1,1,0.25
429,original,3,0.9669841269841271,2.0,True,0,1,1,0.5
429,biomarker_synonym,3,0.9669841269841271,2.0,True,0,1,1,0.5
429,biomarker_order,3,0.9669841269841271,2.0,True,0,1,1,0.5
429,wording,3,0.9577689200841875,2.0,True,0,1,1,0.5
430,original,3,0.9669841269841271,2.0,True,0,1,1,0.5
430,biomarker_synonym,3,0.9669841269841271,2.0,True,0,1,1,0.5
430,biomarker_order,3,0.9669841269841271,2.0,True,0,1,1,0.5
430,wording,3,0.9571075837742505,2.0,True,0,1,1,0.5
431,original,10,0.34711383085300657,1.0,True,1,1,1,1.0
431,biomarker_synonym,10,0.34711383085300657,1.0,True,1,1,1,1.0
431,biomarker_order,10,0.34711383085300657,1.0,True,1,1,1,1.0
431,wording,10,0.35402872447002787,1.0,True,1,1,1,1.0
432,original,10,0.48427183128463813,1.0,True,1,1,1,1.0
432,biomarker_synonym,10,0.48427183128463813,1.0,True,1,1,1,1.0
432,biomarker_order,10,0.48427183128463813,1.0,True,1,1,1,1.0
432,wording,10,0.48546100735550335,1.0,True,1,1,1,1.0
433,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
433,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
433,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
433,wording,3,0.9265732326292122,1.0,True,1,1,1,1.0
434,original,10,0.4464268532251148,4.0,True,0,1,1,0.25
434,biomarker_synonym,10,0.4464268532251148,4.0,True,0,1,1,0.25
434,biomarker_order,10,0.4464268532251148,4.0,True,0,1,1,0.25
434,wording,5,0.7470843804882921,2.0,True,0,1,1,0.5
435,original,10,0.45134347461021623,4.0,True,0,1,1,0.25
435,biomarker_synonym,10,0.45134347461021623,4.0,True,0,1,1,0.25
435,biomarker_order,10,0.45134347461021623,4.0,True,0,1,1,0.25
435,wording,10,0.4633764726326525,4.0,True,0,1,1,0.25
436,original,10,0.41857428379106426,4.0,True,0,1,1,0.25
436,biomarker_synonym,10,0.41857428379106426,4.0,True,0,1,1,0.25
436,biomarker_order,10,0.41857428379106426,4.0,True,0,1,1,0.25
436,wording,5,0.7470843804882921,3.0,True,0,1,1,0.3333333333333333
437,original,10,0.34711383085300657,,False,0,0,0,0.0
437,biomarker_synonym,10,0.34711383085300657,,False,0,0,0,0.0
437,biomarker_order,10,0.34711383085300657,,False,0,0,0,0.0
437,wording,10,0.34711383085300657,,False,0,0,0,0.0
438,original,10,0.4003111931141805,,False,0,0,0,0.0
438,biomarker_synonym,10,0.34711383085300657,,False,0,0,0,0.0
438,biomarker_order,10,0.4003111931141805,,False,0,0,0,0.0
438,wording,10,0.34711383085300657,,False,0,0,0,0.0
439,original,10,0.19252036774389492,,False,0,0,0,0.0
439,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
439,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
439,wording,10,0.19252036774389492,,False,0,0,0,0.0
440,original,10,0.34711383085300657,,False,0,0,0,0.0
440,biomarker_synonym,10,0.34711383085300657,,False,0,0,0,0.0
440,biomarker_order,10,0.34711383085300657,,False,0,0,0,0.0
440,wording,10,0.34711383085300657,,False,0,0,0,0.0
441,original,10,0.4003111931141805,,False,0,0,0,0.0
441,biomarker_synonym,10,0.34711383085300657,,False,0,0,0,0.0
441,biomarker_order,10,0.4003111931141805,,False,0,0,0,0.0
441,wording,10,0.34711383085300657,,False,0,0,0,0.0
442,original,10,0.19252036774389492,,False,0,0,0,0.0
442,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
442,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
442,wording,10,0.19252036774389492,,False,0,0,0,0.0
443,original,10,0.34711383085300657,7.0,True,0,0,1,0.14285714285714285
443,biomarker_synonym,10,0.34711383085300657,5.0,True,0,1,1,0.2
443,biomarker_order,10,0.34711383085300657,6.0,True,0,0,1,0.16666666666666666
443,wording,10,0.34711383085300657,4.0,True,0,1,1,0.25
444,original,10,0.4003111931141805,8.0,True,0,0,1,0.125
444,biomarker_synonym,10,0.34711383085300657,7.0,True,0,0,1,0.14285714285714285
444,biomarker_order,10,0.4003111931141805,8.0,True,0,0,1,0.125
444,wording,10,0.34711383085300657,6.0,True,0,0,1,0.16666666666666666
445,original,10,0.19252036774389492,,False,0,0,0,0.0
445,biomarker_synonym,10,0.19252036774389492,,False,0,0,0,0.0
445,biomarker_order,10,0.19252036774389492,,False,0,0,0,0.0
445,wording,10,0.19252036774389492,,False,0,0,0,0.0
446,original,10,0.5515424680296606,1.0,True,1,1,1,1.0
446,biomarker_synonym,10,0.5515424680296606,1.0,True,1,1,1,1.0
446,biomarker_order,10,0.5515424680296606,1.0,True,1,1,1,1.0
446,wording,10,0.5515424680296606,1.0,True,1,1,1,1.0
447,original,10,0.5515424680296606,4.0,True,0,1,1,0.25
447,biomarker_synonym,10,0.5515424680296606,4.0,True,0,1,1,0.25
447,biomarker_order,10,0.5515424680296606,4.0,True,0,1,1,0.25
447,wording,10,0.5515424680296606,4.0,True,0,1,1,0.25
448,original,10,0.5515424680296606,3.0,True,0,1,1,0.3333333333333333
448,biomarker_synonym,10,0.5515424680296606,3.0,True,0,1,1,0.3333333333333333
448,biomarker_order,10,0.5515424680296606,3.0,True,0,1,1,0.3333333333333333
448,wording,10,0.5515424680296606,3.0,True,0,1,1,0.3333333333333333
449,original,10,0.5515424680296606,2.0,True,0,1,1,0.5
449,biomarker_synonym,10,0.5515424680296606,2.0,True,0,1,1,0.5
449,biomarker_order,10,0.5515424680296606,2.0,True,0,1,1,0.5
449,wording,10,0.5515424680296606,2.0,True,0,1,1,0.5
451,original,10,0.4128239650377877,5.0,True,0,1,1,0.2
451,biomarker_synonym,10,0.4128239650377877,5.0,True,0,1,1,0.2
451,biomarker_order,10,0.4128239650377877,5.0,True,0,1,1,0.2
451,wording,10,0.41857428379106426,5.0,True,0,1,1,0.2
452,original,3,0.8399974476794435,1.0,True,1,1,1,1.0
452,biomarker_synonym,3,0.8399974476794435,1.0,True,1,1,1,1.0
452,biomarker_order,3,0.8399974476794435,1.0,True,1,1,1,1.0
452,wording,3,0.8952505997895932,1.0,True,1,1,1,1.0
453,original,3,0.8765732326292122,1.0,True,1,1,1,1.0
453,biomarker_synonym,3,0.8765732326292122,1.0,True,1,1,1,1.0
453,biomarker_order,3,0.8765732326292122,1.0,True,1,1,1,1.0
453,wording,3,0.9265732326292122,1.0,True,1,1,1,1.0
454,original,3,0.9218156294976254,1.0,True,1,1,1,1.0
454,biomarker_synonym,3,0.9218156294976254,1.0,True,1,1,1,1.0
454,biomarker_order,3,0.9218156294976254,1.0,True,1,1,1,1.0
454,wording,3,0.9571075837742505,1.0,True,1,1,1,1.0
455,original,3,0.9648331930833411,1.0,True,1,1,1,1.0
455,biomarker_synonym,3,0.9648331930833411,1.0,True,1,1,1,1.0
455,biomarker_order,3,0.9648331930833411,1.0,True,1,1,1,1.0
455,wording,3,0.9648331930833411,1.0,True,1,1,1,1.0
456,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
456,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
456,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
456,wording,3,0.9265732326292122,1.0,True,1,1,1,1.0
457,original,10,0.390759275326537,5.0,True,0,1,1,0.2
457,biomarker_synonym,10,0.390759275326537,5.0,True,0,1,1,0.2
457,biomarker_order,10,0.390759275326537,5.0,True,0,1,1,0.2
457,wording,10,0.4003111931141805,6.0,True,0,0,1,0.16666666666666666
458,original,10,0.39272607700674456,9.0,True,0,0,1,0.1111111111111111
458,biomarker_synonym,10,0.39272607700674456,9.0,True,0,0,1,0.1111111111111111
458,biomarker_order,10,0.39272607700674456,9.0,True,0,0,1,0.1111111111111111
458,wording,10,0.4125774708163263,6.0,True,0,0,1,0.16666666666666666
459,original,10,0.3901260079289953,10.0,True,0,0,1,0.1
459,biomarker_synonym,10,0.3901260079289953,10.0,True,0,0,1,0.1
459,biomarker_order,10,0.3901260079289953,10.0,True,0,0,1,0.1
459,wording,10,0.4003111931141805,10.0,True,0,0,1,0.1
460,original,10,0.40704200332600343,,False,0,0,0,0.0
460,biomarker_synonym,10,0.40704200332600343,,False,0,0,0,0.0
460,biomarker_order,10,0.40704200332600343,,False,0,0,0,0.0
460,wording,10,0.41453815616579376,10.0,True,0,0,1,0.1
461,original,3,0.8399974476794435,1.0,True,1,1,1,1.0
461,biomarker_synonym,3,0.8399974476794435,1.0,True,1,1,1,1.0
461,biomarker_order,3,0.8399974476794435,1.0,True,1,1,1,1.0
461,wording,3,0.784875960888568,1.0,True,1,1,1,1.0
462,original,3,0.8447550508110304,2.0,True,0,1,1,0.5
462,biomarker_synonym,3,0.8447550508110304,2.0,True,0,1,1,0.5
462,biomarker_order,3,0.8447550508110304,2.0,True,0,1,1,0.5
462,wording,3,0.8137200754166699,1.0,True,1,1,1,1.0
463,original,3,0.7968040800196619,1.0,True,1,1,1,1.0
463,biomarker_synonym,3,0.7968040800196619,1.0,True,1,1,1,1.0
463,biomarker_order,3,0.7968040800196619,1.0,True,1,1,1,1.0
463,wording,5,0.7332168171374999,1.0,True,1,1,1,1.0
464,original,3,0.8447550508110304,2.0,True,0,1,1,0.5
464,biomarker_synonym,3,0.8447550508110304,2.0,True,0,1,1,0.5
464,biomarker_order,3,0.8447550508110304,2.0,True,0,1,1,0.5
464,wording,5,0.7679599654915601,1.0,True,1,1,1,1.0
465,original,3,0.9071075837742505,1.0,True,1,1,1,1.0
465,biomarker_synonym,3,0.9071075837742505,1.0,True,1,1,1,1.0
465,biomarker_order,3,0.9071075837742505,1.0,True,1,1,1,1.0
465,wording,3,0.8267882572348517,1.0,True,1,1,1,1.0
466,original,3,0.8447550508110304,1.0,True,1,1,1,1.0
466,biomarker_synonym,3,0.8447550508110304,1.0,True,1,1,1,1.0
466,biomarker_order,3,0.8447550508110304,1.0,True,1,1,1,1.0
466,wording,3,0.79605361097651,1.0,True,1,1,1,1.0
467,original,3,0.8267882572348517,1.0,True,1,1,1,1.0
467,biomarker_synonym,3,0.8267882572348517,1.0,True,1,1,1,1.0
467,biomarker_order,3,0.8267882572348517,1.0,True,1,1,1,1.0
467,wording,5,0.7332168171374999,1.0,True,1,1,1,1.0
468,original,3,0.8447550508110304,1.0,True,1,1,1,1.0
468,biomarker_synonym,3,0.8447550508110304,1.0,True,1,1,1,1.0
468,biomarker_order,3,0.8447550508110304,1.0,True,1,1,1,1.0
468,wording,3,0.79794414270675,1.0,True,1,1,1,1.0
469,original,10,0.349411844250738,9.0,True,0,0,1,0.1111111111111111
469,biomarker_synonym,10,0.349411844250738,9.0,True,0,0,1,0.1111111111111111
469,biomarker_order,10,0.349411844250738,9.0,True,0,0,1,0.1111111111111111
469,wording,10,0.36421390965521305,9.0,True,0,0,1,0.1111111111111111
470,original,10,0.33352812895006,6.0,True,0,0,1,0.16666666666666666
470,biomarker_synonym,10,0.33352812895006,6.0,True,0,0,1,0.16666666666666666
470,biomarker_order,10,0.33352812895006,6.0,True,0,0,1,0.16666666666666666
470,wording,10,0.35015463497415633,6.0,True,0,0,1,0.16666666666666666
471,original,10,0.33352812895006,9.0,True,0,0,1,0.1111111111111111
471,biomarker_synonym,10,0.33352812895006,9.0,True,0,0,1,0.1111111111111111
471,biomarker_order,10,0.33352812895006,9.0,True,0,0,1,0.1111111111111111
471,wording,10,0.3808404156793094,9.0,True,0,0,1,0.1111111111111111
472,original,10,0.33352812895006,7.0,True,0,0,1,0.14285714285714285
472,biomarker_synonym,10,0.33352812895006,7.0,True,0,0,1,0.14285714285714285
472,biomarker_order,10,0.33352812895006,7.0,True,0,0,1,0.14285714285714285
472,wording,10,0.3808404156793094,7.0,True,0,0,1,0.14285714285714285
473,original,3,0.812969606373518,1.0,True,1,1,1,1.0
473,biomarker_synonym,3,0.784875960888568,1.0,True,1,1,1,1.0
473,biomarker_order,3,0.8260377881916998,1.0,True,1,1,1,1.0
473,wording,5,0.7542953692182681,1.0,True,1,1,1,1.0
474,original,10,0.4003111931141805,,False,0,0,0,0.0
474,biomarker_synonym,10,0.4003111931141805,,False,0,0,0,0.0
474,biomarker_order,10,0.35402872447002787,,False,0,0,0,0.0
474,wording,10,0.41857428379106426,,False,0,0,0,0.0
475,original,10,0.362400097597704,,False,0,0,0,0.0
475,biomarker_synonym,10,0.41722718851118856,,False,0,0,0,0.0
475,biomarker_order,10,0.36421390965521305,,False,0,0,0,0.0
475,wording,10,0.42318498481237754,,False,0,0,0,0.0
476,original,10,0.4003111931141805,,False,0,0,0,0.0
476,biomarker_synonym,10,0.36421390965521305,,False,0,0,0,0.0
476,biomarker_order,10,0.4003111931141805,,False,0,0,0,0.0
476,wording,10,0.4521167852121687,,False,0,0,0,0.0
477,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
477,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
477,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
477,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
478,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
478,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
478,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
478,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
479,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
479,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
479,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
479,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
480,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
480,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
480,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
480,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
481,original,3,0.9669841269841271,2.0,True,0,1,1,0.5
481,biomarker_synonym,3,0.9669841269841271,2.0,True,0,1,1,0.5
481,biomarker_order,3,0.9669841269841271,2.0,True,0,1,1,0.5
481,wording,3,0.9265732326292122,2.0,True,0,1,1,0.5
482,original,3,0.9218156294976254,1.0,True,1,1,1,1.0
482,biomarker_synonym,3,0.9218156294976254,1.0,True,1,1,1,1.0
482,biomarker_order,3,0.9265732326292122,1.0,True,1,1,1,1.0
482,wording,3,0.9265732326292122,1.0,True,1,1,1,1.0
483,original,3,0.8622049239015185,1.0,True,1,1,1,1.0
483,biomarker_synonym,3,0.8955382572348517,1.0,True,1,1,1,1.0
483,biomarker_order,3,0.8884822961642922,1.0,True,1,1,1,1.0
483,wording,3,0.9265732326292122,1.0,True,1,1,1,1.0
484,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
484,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
484,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
484,wording,3,0.9571075837742505,1.0,True,1,1,1,1.0
485,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
485,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
485,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
485,wording,3,0.9571075837742505,1.0,True,1,1,1,1.0
486,original,10,0.36421390965521305,10.0,True,0,0,1,0.1
486,biomarker_synonym,10,0.36421390965521305,10.0,True,0,0,1,0.1
486,biomarker_order,10,0.36421390965521305,10.0,True,0,0,1,0.1
486,wording,10,0.3824770003320968,10.0,True,0,0,1,0.1
487,original,10,0.3824770003320968,,False,0,0,0,0.0
487,biomarker_synonym,10,0.3824770003320968,,False,0,0,0,0.0
487,biomarker_order,10,0.3824770003320968,,False,0,0,0,0.0
487,wording,10,0.445560790537691,,False,0,0,0,0.0
488,original,10,0.36421390965521305,10.0,True,0,0,1,0.1
488,biomarker_synonym,10,0.36421390965521305,10.0,True,0,0,1,0.1
488,biomarker_order,10,0.36421390965521305,10.0,True,0,0,1,0.1
488,wording,10,0.3824770003320968,10.0,True,0,0,1,0.1
489,original,10,0.3824770003320968,,False,0,0,0,0.0
489,biomarker_synonym,10,0.3824770003320968,,False,0,0,0,0.0
489,biomarker_order,10,0.3824770003320968,,False,0,0,0,0.0
489,wording,10,0.445560790537691,,False,0,0,0,0.0
490,original,10,0.5384742862114787,4.0,True,0,1,1,0.25
490,biomarker_synonym,10,0.5384742862114787,4.0,True,0,1,1,0.25
490,biomarker_order,10,0.5384742862114787,4.0,True,0,1,1,0.25
490,wording,10,0.5427333811538034,4.0,True,0,1,1,0.25
491,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
491,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
491,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
491,wording,3,0.9669841269841271,1.0,True,1,1,1,1.0
492,original,3,0.9669841269841271,1.0,True,1,1,1,1.0
492,biomarker_synonym,3,0.9669841269841271,1.0,True,1,1,1,1.0
492,biomarker_order,3,0.9669841269841271,1.0,True,1,1,1,1.0
492,wording,3,0.9260726083798898,1.0,True,1,1,1,1.0
493,original,10,0.445560790537691,4.0,True,0,1,1,0.25
493,biomarker_synonym,10,0.445560790537691,4.0,True,0,1,1,0.25
493,biomarker_order,10,0.445560790537691,4.0,True,0,1,1,0.25
493,wording,10,0.46644639150411205,4.0,True,0,1,1,0.25
494,original,10,0.3640014754111477,6.0,True,0,0,1,0.16666666666666666
494,biomarker_synonym,10,0.3640014754111477,6.0,True,0,0,1,0.16666666666666666
494,biomarker_order,10,0.3640014754111477,6.0,True,0,0,1,0.16666666666666666
494,wording,10,0.36421390965521305,8.0,True,0,0,1,0.125
495,original,3,0.9364497758390888,1.0,True,1,1,1,1.0
495,biomarker_synonym,3,0.9364497758390888,1.0,True,1,1,1,1.0
