statement_id,variant_type,top1,top2,top3,gap12,gap13,gap23,mean,std,min,max,range,cv,rank_baseline,found_baseline,recall@1_baseline,recall@5_baseline,mrr_baseline,best_k,rule_k,confidence,RCS_baseline,CRCS,selected_k,RCS_adaptive,rank_adaptive,found_adaptive,recall@1_adaptive,recall@5_adaptive,recall@10,mrr_adaptive
2,biomarker_order,0.8510891199111938,0.8492732048034668,0.8457244038581848,0.0018159151077270508,0.005364716053009033,0.0035488009452819824,0.8454056143760681,0.0027663115014528532,0.8418533205986023,0.8510891199111938,0.009235799312591553,0.003272170724220308,1.0,True,1.0,1.0,1.0,1,10,1,0.004993406634753724,0.35521790054089303,10,0.35521790054089303,1.0,True,1,1,1,1.0
2,wording,0.8400927782058716,0.838857889175415,0.838841438293457,0.001234889030456543,0.0012513399124145508,1.6450881958007812e-05,0.8361501276493073,0.0023308625021753317,0.8333138227462769,0.8400927782058716,0.0067789554595947266,0.0027876124455403144,6.0,True,0.0,0.0,0.16666666666666666,10,10,0,0.012617655195667776,0.34775858461937087,10,0.34775858461937087,6.0,True,0,0,1,0.16666666666666666
3,original,0.8418039083480835,0.8401747941970825,0.8382285833358765,0.0016291141510009766,0.0035753250122070312,0.0019462108612060547,0.8365914702415467,0.0025737163581289386,0.8332819938659668,0.8418039083480835,0.0085219144821167,0.0030764315077057105,1.0,True,1.0,1.0,1.0,1,10,1,0.14396731262821336,0.34711383085300657,10,0.34711383085300657,1.0,True,1,1,1,1.0
3,biomarker_synonym,0.8393958210945129,0.8360099792480469,0.8348397612571716,0.0033858418464660645,0.004556059837341309,0.0011702179908752441,0.8327130258083344,0.003173371145289864,0.8281874656677246,0.8393958210945129,0.01120835542678833,0.0038108820769428902,2.0,True,0.0,1.0,0.5,3,10,1,0.14057714942860677,0.34711383085300657,10,0.34711383085300657,2.0,True,0,1,1,0.5
3,biomarker_order,0.8448168039321899,0.8405748605728149,0.8371555805206299,0.004241943359375,0.007661223411560059,0.0034192800521850586,0.8373785614967346,0.0028756175770981067,0.835225522518158,0.8448168039321899,0.009591281414031982,0.003434071170819341,1.0,True,1.0,1.0,1.0,1,10,1,0.13256509167281955,0.34711383085300657,10,0.34711383085300657,1.0,True,1,1,1,1.0
3,wording,0.8339159488677979,0.8326388597488403,0.8324995636940002,0.0012770891189575195,0.0014163851737976074,0.0001392960548400879,0.8289005160331726,0.002861356269274835,0.825513482093811,0.8339159488677979,0.008402466773986816,0.003451989972172153,1.0,True,1.0,1.0,1.0,1,10,1,0.1350753347113505,0.34711383085300657,10,0.34711383085300657,1.0,True,1,1,1,1.0
4,original,0.8561760187149048,0.849187970161438,0.8474127054214478,0.006988048553466797,0.008763313293457031,0.0017752647399902344,0.8460295915603637,0.003944169431900812,0.8423739075660706,0.8561760187149048,0.013802111148834229,0.004661975740856102,1.0,True,1.0,1.0,1.0,1,5,1,0.37661984936688003,0.4003111931141805,10,0.4003111931141805,1.0,True,1,1,1,1.0
4,biomarker_synonym,0.8456728458404541,0.8441604375839233,0.8416827917098999,0.0015124082565307617,0.003990054130554199,0.0024776458740234375,0.8381288290023804,0.004294410680829865,0.8328283429145813,0.8456728458404541,0.012844502925872803,0.0051238073816664625,1.0,True,1.0,1.0,1.0,1,10,1,0.15815050293675428,0.34711383085300657,10,0.34711383085300657,1.0,True,1,1,1,1.0
4,biomarker_order,0.8545949459075928,0.8458073735237122,0.8446546792984009,0.008787572383880615,0.009940266609191895,0.0011526942253112793,0.8431167125701904,0.004338634589506501,0.8393967747688293,0.8545949459075928,0.015198171138763428,0.005145947796812656,1.0,True,1.0,1.0,1.0,1,5,1,0.3593157884803264,0.4003111931141805,10,0.4003111931141805,1.0,True,1,1,1,1.0
4,wording,0.8456324934959412,0.8396503329277039,0.8395182490348816,0.005982160568237305,0.00611424446105957,0.00013208389282226562,0.8365896999835968,0.0038112177662999497,0.8320828676223755,0.8456324934959412,0.013549625873565674,0.004555659442585389,1.0,True,1.0,1.0,1.0,1,5,1,0.16074139175109114,0.34711383085300657,10,0.34711383085300657,1.0,True,1,1,1,1.0
5,original,0.8455788493156433,0.8439707159996033,0.8411219120025635,0.001608133316040039,0.004456937313079834,0.002848803997039795,0.8395175635814667,0.003565243160042475,0.834221363067627,0.8455788493156433,0.011357486248016357,0.004246776142279606,,False,0.0,0.0,0.0,10,10,0,0.0,0.19252036774389492,10,0.19252036774389492,,False,0,0,0,0.0
5,biomarker_synonym,0.8399369716644287,0.8396369218826294,0.8367856740951538,0.0003000497817993164,0.0031512975692749023,0.002851247787475586,0.833466774225235,0.0040756812861178155,0.829069197177887,0.8399369716644287,0.010867774486541748,0.00489003450666218,,False,0.0,0.0,0.0,10,10,0,0.0,0.19252036774389492,10,0.19252036774389492,,False,0,0,0,0.0
5,biomarker_order,0.8425306677818298,0.8422802090644836,0.8420911431312561,0.0002504587173461914,0.00043952465057373047,0.00018906593322753906,0.8373292803764343,0.0037626671206774935,0.8326183557510376,0.8425306677818298,0.009912312030792236,0.0044936528661531205,,False,0.0,0.0,0.0,10,10,0,0.0,0.19252036774389492,10,0.19252036774389492,,False,0,0,0,0.0
5,wording,0.8355962038040161,0.8341667056083679,0.8305519223213196,0.0014294981956481934,0.005044281482696533,0.00361478328704834,0.8289210259914398,0.00376271403788346,0.8236824870109558,0.8355962038040161,0.011913716793060303,0.004539291343687447,,False,0.0,0.0,0.0,10,10,0,0.0,0.19252036774389492,10,0.19252036774389492,,False,0,0,0,0.0
6,original,0.8418039083480835,0.8401747941970825,0.8382285833358765,0.0016291141510009766,0.0035753250122070312,0.0019462108612060547,0.8365914702415467,0.0025737163581289386,0.8332819938659668,0.8418039083480835,0.0085219144821167,0.0030764315077057105,,False,0.0,0.0,0.0,10,10,0,0.14396731262821336,0.34711383085300657,10,0.34711383085300657,,False,0,0,0,0.0
6,biomarker_synonym,0.8393958210945129,0.8360099792480469,0.8348397612571716,0.0033858418464660645,0.004556059837341309,0.0011702179908752441,0.8327130258083344,0.003173371145289864,0.8281874656677246,0.8393958210945129,0.01120835542678833,0.0038108820769428902,,False,0.0,0.0,0.0,10,10,0,0.14057714942860677,0.34711383085300657,10,0.34711383085300657,,False,0,0,0,0.0
6,biomarker_order,0.8448168039321899,0.8405748605728149,0.8371555805206299,0.004241943359375,0.007661223411560059,0.0034192800521850586,0.8373785614967346,0.0028756175770981067,0.835225522518158,0.8448168039321899,0.009591281414031982,0.003434071170819341,,False,0.0,0.0,0.0,10,10,0,0.13256509167281955,0.34711383085300657,10,0.34711383085300657,,False,0,0,0,0.0
6,wording,0.8339159488677979,0.8326388597488403,0.8324995636940002,0.0012770891189575195,0.0014163851737976074,0.0001392960548400879,0.8289005160331726,0.002861356269274835,0.825513482093811,0.8339159488677979,0.008402466773986816,0.003451989972172153,,False,0.0,0.0,0.0,10,10,0,0.1350753347113505,0.34711383085300657,10,0.34711383085300657,,False,0,0,0,0.0
7,original,0.8561760187149048,0.849187970161438,0.8474127054214478,0.006988048553466797,0.008763313293457031,0.0017752647399902344,0.8460295915603637,0.003944169431900812,0.8423739075660706,0.8561760187149048,0.013802111148834229,0.004661975740856102,3.0,True,0.0,1.0,0.3333333333333333,3,5,1,0.37661984936688003,0.4003111931141805,10,0.4003111931141805,3.0,True,0,1,1,0.3333333333333333
7,biomarker_synonym,0.8456728458404541,0.8441604375839233,0.8416827917098999,0.0015124082565307617,0.003990054130554199,0.0024776458740234375,0.8381288290023804,0.004294410680829865,0.8328283429145813,0.8456728458404541,0.012844502925872803,0.0051238073816664625,5.0,True,0.0,1.0,0.2,5,10,0,0.15815050293675428,0.34711383085300657,10,0.34711383085300657,5.0,True,0,1,1,0.2
7,biomarker_order,0.8545949459075928,0.8458073735237122,0.8446546792984009,0.008787572383880615,0.009940266609191895,0.0011526942253112793,0.8431167125701904,0.004338634589506501,0.8393967747688293,0.8545949459075928,0.015198171138763428,0.005145947796812656,2.0,True,0.0,1.0,0.5,3,5,1,0.3593157884803264,0.4003111931141805,10,0.4003111931141805,2.0,True,0,1,1,0.5
7,wording,0.8456324934959412,0.8396503329277039,0.8395182490348816,0.005982160568237305,0.00611424446105957,0.00013208389282226562,0.8365896999835968,0.0038112177662999497,0.8320828676223755,0.8456324934959412,0.013549625873565674,0.004555659442585389,5.0,True,0.0,1.0,0.2,5,5,0,0.16074139175109114,0.34711383085300657,10,0.34711383085300657,5.0,True,0,1,1,0.2
8,original,0.8455788493156433,0.8439707159996033,0.8411219120025635,0.001608133316040039,0.004456937313079834,0.002848803997039795,0.8395175635814667,0.003565243160042475,0.834221363067627,0.8455788493156433,0.011357486248016357,0.004246776142279606,,False,0.0,0.0,0.0,10,10,0,0.0,0.19252036774389492,10,0.19252036774389492,,False,0,0,0,0.0
